Company Name,Agency,Instrument Type,Instrument_Family,Fee_Avg_Lakhs,Fee_Low_Lakhs,Fee_High_Lakhs,Rating,Rating Date,Amount Cr,Sector,Pipeline_Window,Current Urgency,Call_Window,NCD_Flag,Why Target,ACER Pitch Angle
Marelli U M Electronic Systems Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,20-Nov-2025,2.7,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ganesh Steel & Alloys Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,2.55,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Super Plastic Coats Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,20-Nov-2025,2.5,Chemicals & Pharma,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Om Construction,Infomerics,Long Term Bank Facilities,LT Bank Facilities,5.0,3.0,7.0,IVR C+ (INC) (Downgraded),20-Nov-2025,2.4,Construction,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Jaswantsingh Oberoi Construction Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,BB+,20-Nov-2025,2.0,Construction,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Anlon Healthcare Ltd.,BRICKWORK,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,C,20-Nov-2025,1.89,Healthcare,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Stellar Autohaus Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,BB+,20-Nov-2025,1.83,Automobiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mohit Polytech Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,20-Nov-2025,1.59,IT/Technology,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Yentop Manickam Edible Oils Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,B-,20-Nov-2025,1.5,Agro & Food,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Yentop Manickavel Sons Edible Oils Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,B-,20-Nov-2025,1.5,Agro & Food,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Chaitanya Hi-Tech Engg. Co. Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,20-Nov-2025,1.2,IT/Technology,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Stellar Autohaus Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BB+,20-Nov-2025,1.07,Automobiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
A T R Malleable Casting Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,1.0,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Dhariwal Steel Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,20-Nov-2025,1.0,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Janardan Nirman Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,1.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Twenty Four Secure Services Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,0.7,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Regent Energy Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,20-Nov-2025,0.6,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
A T R Malleable Casting Pvt. Ltd.,CRISIL,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,20-Nov-2025,0.5,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Dhariwal Steel Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,B-,20-Nov-2025,0.5,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Natraj Proteins Ltd.,BRICKWORK,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,0.5,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Shri Santhosh Meenakshi Textiles Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,0.5,Construction,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ganesh Steel & Alloys Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B,20-Nov-2025,0.3,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Twenty Four Secure Services Pvt. Ltd.,CARE,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,20-Nov-2025,0.3,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Delight Dairy Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,0.25,Agro & Food,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Marelli U M Electronic Systems Pvt. Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,20-Nov-2025,0.15,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Oswin Wood Panels Pvt. Ltd.,BRICKWORK,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,20-Nov-2025,0.14,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
J F K International Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,20-Nov-2025,0.1,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
P O C L Enterprises Ltd.,BRICKWORK,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4+,20-Nov-2025,0.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
P O C L Enterprises Ltd.,BRICKWORK,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BB+,20-Nov-2025,0.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-20 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Future Automobile Agency Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BB-,21-Nov-2025,48.0,Automobiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Orbit Resorts Ltd.,BRICKWORK,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B,21-Nov-2025,35.59,Hotels & Tourism,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before BRICKWORK backlog builds
Ramesh Iron & Steel Co. India Pvt. Ltd.,CARE,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B-,21-Nov-2025,30.0,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Sambandam Spinning Mills Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,21-Nov-2025,25.44,Textiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Narayan Health Services Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,21-Nov-2025,20.0,Healthcare,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mahendra Sponge & Power Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,A 4+,21-Nov-2025,18.23,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
DMG Polypack Private Limited,Infomerics,Long Term Bank Facilities,LT Bank Facilities,5.0,3.0,7.0,IVR C (INC)(Downgraded),21-Nov-2025,17.31,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before Infomerics backlog builds
Victoria Foods Pvt. Ltd.,CARE,Term Loan,Term Loan,5.0,3.0,7.0,BB,21-Nov-2025,16.4,Agro & Food,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
E Meditek Insurance Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,21-Nov-2025,15.12,BFSI,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
A P S Hydro Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,B-,21-Nov-2025,15.0,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Hufort Healthcare Pvt. Ltd.,CARE,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,21-Nov-2025,13.5,Healthcare,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Newtech Power Inds. Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,BB-,21-Nov-2025,12.5,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Nirmitee Robotics India Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,21-Nov-2025,10.0,Infrastructure,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Silvertoan Papers Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,10.0,Jewellery/Gems,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Concord Drugs Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B-,21-Nov-2025,8.5,Chemicals & Pharma,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Animesh Ispat Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,BB+,21-Nov-2025,8.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
E Meditek Insurance Ltd.,CRISIL,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,8.0,BFSI,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mahendra Power Pvt. Ltd.,ACUITE,Term Loan,Term Loan,5.0,3.0,7.0,BB+,21-Nov-2025,7.6,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Karnimata Cold Storage Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,21-Nov-2025,7.5,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Sambandam Spinning Mills Ltd.,CRISIL,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,21-Nov-2025,6.66,Textiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ebony Automobiles Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,21-Nov-2025,6.5,Automobiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Kasturi Multi Solutions Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B+,21-Nov-2025,6.09,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
A P S Hydro Pvt. Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,6.0,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Shubh Motors Pvt. Ltd.,ICRA,Term Loan,Term Loan,5.0,3.0,7.0,B+,21-Nov-2025,6.0,Automobiles,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ICRA backlog builds
Goldstar Power Ltd.,CRISIL,Letter of Credit,Letter of Credit,3.0,2.0,4.0,A 4,21-Nov-2025,5.0,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Mahendra Sponge & Power Ltd.,ACUITE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4+,21-Nov-2025,5.0,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before ACUITE backlog builds
Ramesh Iron & Steel Co. India Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,5.0,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Nischint Foods Pvt. Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,21-Nov-2025,4.5,Agro & Food,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Goldstar Power Ltd.,CRISIL,Term Loan,Term Loan,5.0,3.0,7.0,B,21-Nov-2025,4.1,Energy,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Accurate Gauging & Instruments Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,4.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Accurate Gauging & Instruments Pvt. Ltd.,CARE,NCD/Bond,NCD / Bond,20.0,15.0,25.0,B/A4,21-Nov-2025,4.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),NCD — SEBI License Required,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Digiflic Controls (India) Pvt. Ltd.,CARE,Bank Guarantee,Bank Guarantee,4.0,3.0,5.0,A 4,21-Nov-2025,4.0,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
Kasturi Multi Solutions Pvt. Ltd.,CRISIL,Fund-Based,Fund-Based Facilities,5.0,3.0,7.0,B+,21-Nov-2025,3.94,Other,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CRISIL backlog builds
Ramesh Iron & Steel Co. India Pvt. Ltd.,CARE,Non-Fund-Based,Non-Fund-Based,3.0,2.0,4.0,A 4,21-Nov-2025,3.93,Steel & Metals,October 2026,MEDIUM,Nov Wk3 (Nov 15-21),Standard,INC rating hits ULTRA HOT threshold on 2026-11-21 — first call window,Get ahead of the Oct/Nov renewal rush; start ACER process now before CARE backlog builds
