Company Name,Agencies Used,Agency Count,Last Rating Date,Rating,Instrument,Urgency,Last Rating Urgency,Sector,INC_Flag,Why Target,Pitch Angle
D F M Foods Ltd.,CARE | CRISIL,2,2025-08-22,B,Long term Loans,MEDIUM,MEDIUM,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Divine Solutions Pvt. Ltd.,ACUITE | ICRA,2,2025-08-22,D,Letter Of credit,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Hitech Saw Ltd.,BRICKWORK | CRISIL,2,2025-08-22,BBB+,Term loans,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Integrated Spaces Ltd.,CARE | CRISIL,2,2025-08-22,BB,Term loans,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jai Shiv Food Products Pvt. Ltd.,CARE | CRISIL,2,2025-08-22,A 4,Letter Of credit,MEDIUM,MEDIUM,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Jinaam'S Dress Ltd.,BRICKWORK | CRISIL,2,2025-08-22,D,Fund based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Omshree Agro Tech Pvt. Ltd.,ACUITE | CARE,2,2025-08-22,BBB,Term loans,MEDIUM,MEDIUM,Agro/Food,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R P Edible Oils Pvt. Ltd.,ACUITE | BRICKWORK,2,2025-08-22,A 4,Letter Of credit,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sudhir Agro Oils Pvt. Ltd.,CRISIL | ICRA,2,2025-08-22,D,Letter Of credit,MEDIUM,MEDIUM,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Thrive Solar Energy Pvt. Ltd.,BRICKWORK | CRISIL,2,2025-08-22,D,Letter Of credit,MEDIUM,MEDIUM,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vinayak Support Services Pvt. Ltd.,ACUITE | IND-RA,2,2025-08-22,BB,Term loans,MEDIUM,MEDIUM,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Arcvac Forgecast Pvt. Ltd.,CARE | CRISIL,2,2025-08-25,A 3+,Bank Guarantee,MEDIUM,MEDIUM,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mangalore Electricity Supply Co. Ltd.,ACUITE | ICRA,2,2025-08-25,BB+,Term loans,MEDIUM,MEDIUM,Infrastructure,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Osaw Indl. Products Pvt. Ltd.,ACUITE | CARE,2,2025-08-25,B,Long term Loans,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R R R Constructions & Projects Pvt. Ltd.,CRISIL | IND-RA,2,2025-08-25,A 4,Non-fund based working capital limit,MEDIUM,MEDIUM,Construction,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sarathy Cars Pvt. Ltd.,CARE | IND-RA,2,2025-08-25,BB/A4,Non-government debt,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Silver Consumer Electricals Ltd.,ICRA | IND-RA,2,2025-08-25,BBB+,Term loans,MEDIUM,MEDIUM,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Superfine Metals Pvt. Ltd.,ACUITE | BRICKWORK,2,2025-08-25,D,Letter Of credit,MEDIUM,MEDIUM,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Cera Sanitaryware Ltd.,CARE | CRISIL,2,2025-08-26,AA/A1+,Non-government debt,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Criss Financial Ltd.,ICRA | IND-RA,2,2025-08-26,BBB,Term loans,MEDIUM,MEDIUM,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Inland Waterways Authority Of India,CARE | CRISIL,2,2025-08-26,AAA,Debentures / Bonds / notes / bills,MEDIUM,MEDIUM,Infrastructure,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kisanmitra Cold Storage Pvt. Ltd.,ACUITE | CARE,2,2025-08-26,B+,Long term Loans,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lords Chloro Alkali Ltd.,BRICKWORK | ICRA,2,2025-08-26,BBB+,Term loans,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mfar Hotels & Resorts Pvt. Ltd.,CRISIL | ICRA,2,2025-08-26,A 4+,Non-fund-based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Quadron Business Park Pvt. Ltd.,CARE | CRISIL,2,2025-08-26,AAA,Bank Guarantee,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
R R Distributors Pvt. Ltd.,CARE | CRISIL,2,2025-08-26,D,Short-term loan,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Technico Strips & Tubes Pvt. Ltd.,ACUITE | CARE,2,2025-08-26,C,Long term Loans,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Vikas Stainless Steel India Pvt. Ltd.,BRICKWORK | CARE,2,2025-08-26,D,Term loans,MEDIUM,MEDIUM,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Ayaan Trendz Pvt. Ltd.,ACUITE | ICRA,2,2025-08-28,B+/A4,Non-government debt,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Divyalakshmi Textiles Pvt. Ltd.,CRISIL | IND-RA,2,2025-08-28,A 4,Letter Of credit,MEDIUM,MEDIUM,Textiles,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Everest Starch (India) Pvt. Ltd.,ACUITE | BRICKWORK,2,2025-08-28,B+,Term loans,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Grover Impex Pvt. Ltd.,CRISIL | IND-RA,2,2025-08-28,A 4,Letter Of credit,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Janakalyan Financial Services Pvt. Ltd.,ACUITE | CARE,2,2025-08-28,BBB-,Term loans,MEDIUM,MEDIUM,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Kantipudi Steels Pvt. Ltd.,BRICKWORK | CARE,2,2025-08-28,BBB-,Term loans,MEDIUM,MEDIUM,Steel & Metals,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Manyata Promoters Pvt. Ltd.,CARE | CRISIL,2,2025-08-28,AAA,Fund based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Naveen Hotels Pvt. Ltd.,ACUITE | CRISIL,2,2025-08-28,B+,Fund based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Patson Global Ltd.,BRICKWORK | CRISIL,2,2025-08-28,C,Fund based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Patson Steels Pvt. Ltd.,BRICKWORK | CRISIL,2,2025-08-28,C,Fund based financial facility/instrument,MEDIUM,MEDIUM,Steel & Metals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Salvi Chemical Inds. Ltd.,ACUITE | BRICKWORK,2,2025-08-28,D,Non-fund-based financial facility/instrument,MEDIUM,MEDIUM,Chemicals,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Sundaram Finance Ltd.,CRISIL | ICRA,2,2025-08-28,AAA,Debentures / Bonds / notes / bills,MEDIUM,MEDIUM,BFSI,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Bliss Anand Pvt. Ltd.,CRISIL | ICRA,2,2025-08-29,BBB/A3+,Non-government debt,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Citizen Umbrella Mfrs. Ltd.,BRICKWORK | CRISIL,2,2025-08-29,A 4,Letter Of credit,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Dhanuka Biotech Pvt. Ltd.,CARE | CRISIL,2,2025-08-29,A-,Term loans,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Dhanuka Soya Pvt. Ltd.,CARE | CRISIL,2,2025-08-29,A-,Term loans,MEDIUM,MEDIUM,Other/Unknown,N,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Lichchhwi Foods India Pvt. Ltd.,CRISIL | IND-RA,2,2025-08-29,D,Long term Loans,MEDIUM,MEDIUM,Agro/Food,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Mahendra Pumps Pvt. Ltd.,BRICKWORK | CARE,2,2025-08-29,C,Fund based financial facility/instrument,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
Marc Enterprises Pvt. Ltd.,BRICKWORK | CRISIL,2,2025-08-29,BB-,Term loans,MEDIUM,MEDIUM,Other/Unknown,Y,Uses 2 agencies — already open to multiple raters. ACER can compete directly.,"Company already works with multiple rating agencies. ACER offers competitive pricing, faster turnaround, and dedicated SME coverage."
