Blitz Rank,Company Name,Sector,Instrument,Current Rater,Rating,Rating Date,Urgency,INC Flag,Priority Score,Why Target,ACER Pitch Angle,Tier
293,Partap Wires (India) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
294,Patwari Electricals Pvt. Ltd.,Manufacturing,Bank Guarantee,CARE,A 4,10-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
295,Perfect Alloys & Steel Ltd.,Manufacturing,Term loans,BRICKWORK,C-,15-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
296,Pharmachem Industries (Gujarat) Pvt. Ltd.,Manufacturing,Long term Loans,ACUITE,B+,11-06-2025,HIGH,YES,3,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
297,Podder & Podder (Equipment & Project) Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CRISIL,A 4,30-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
298,Positive Metering Pumps (India) Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,12-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
299,R Q S Engineering Pvt. Ltd.,Manufacturing,Long term Loans,CRISIL,B,29-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
300,Rajyalakshmi Coated Wires Pvt. Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,10-06-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
301,Ray Engineering Private Limited,Manufacturing,Long Term fund-based Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 7, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
302,Resonance Paper Mill Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
303,Rine Engineering Pvt. Ltd.,Manufacturing,Bank Guarantee,CRISIL,A 4,13-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
304,Roger Industries Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"June 6, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
305,S D Auto Engg. Works Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,13-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
306,Sakthi Auto Ancillary Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,13-06-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
307,Samriddhi Automations Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4+,23-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
308,Sandcity Autotec Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,CARE,B-,16-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
309,Saraswati Component Motors Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,C,12-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
310,Sarup Industries Ltd.,Manufacturing,Letter Of credit,BRICKWORK,A 4,05-06-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
311,Shah Paperplast Inds. Ltd.,Manufacturing,Term loans,ACUITE,D,23-05-2025,HIGH,YES,3,D365 INC company — not cooperating with ACUITE; high urgency for renewal,INC with ACUITE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
312,Shivalik Auto Engineering Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Reaffirmed & Withdrawn),"October 19, 2023",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
313,Shonan Engineering Works Pvt. Ltd.,Manufacturing,Letter Of credit,CARE,A 4,11-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
314,Shree Automotive Private Limited,Manufacturing,Long Term Bank Facilities (including proposed facility of Rs. 12.77 crore),Infomerics,IVR BB (INC)(Downgraded),"December 13, 2024",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
315,Shree Sidhbali Industries Ltd.,Manufacturing,Non-government debt,BRICKWORK,B/A4,06-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
316,Shri Mangalam Auto Pvt. Ltd.,Manufacturing,Term loans,CRISIL,BB,27-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
317,Shubhlaxmi Casting Pvt. Ltd. [Merged],Manufacturing,Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
318,Siddheshwari Paper Udyog Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,A 4,12-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
319,Skytouch Ceramic Pvt. Ltd.,Manufacturing,Term loans,CRISIL,B,12-06-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
320,Speedofer Components Pvt. Ltd.,Manufacturing,Letter Of credit,CRISIL,B-,26-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
321,Sree Rengaraj Ispat Industries Private Limited,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
322,Sun Paper Mill Limited,Manufacturing,Proposed Long Term Bank Facility - Proposed Term Loan,Infomerics,IVR B (INC)(Downgraded),"April 2, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
323,Swati Industries,Manufacturing,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),"April 7, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
324,Tecknoweld Alloys (India) Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,D,16-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
325,Thermotech Engineering (Pune) Pvt. Ltd.,Manufacturing,Non-government debt,CARE,B-/A4,08-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
326,Twinstar Industries Ltd.,Manufacturing,Bank Guarantee,BRICKWORK,D,13-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
327,Unique Autosales Pvt. Ltd.,Manufacturing,Fund based financial facility/instrument,BRICKWORK,C,21-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
328,Universal Auto Components Pvt. Ltd.,Manufacturing,Term loans,BRICKWORK,D,27-05-2025,HIGH,YES,3,D365 INC company — not cooperating with BRICKWORK; high urgency for renewal,INC with BRICKWORK — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
329,Venus Garments (India) Ltd.,Manufacturing,Letter Of credit,CRISIL,D,29-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CRISIL; high urgency for renewal,INC with CRISIL — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
330,Vesta Equipment Pvt. Ltd.,Manufacturing,Term loans,CARE,D,26-05-2025,HIGH,YES,3,D365 INC company — not cooperating with CARE; high urgency for renewal,INC with CARE — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
331,Vijay Engineering & Machinery Company,Manufacturing,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"April 1, 2025",HIGH,YES,3,Infomerics INC — company not cooperating; high urgency for renewal,"INC with Infomerics — offer fresh rating, fast turnaround, analyst access. Banks require active rating for WC/term loans.",ULTRA HOT
332,Vipul Industries Pvt. Ltd.,Manufacturing,Term loans,ICRA,B+,28-05-2025,HIGH,YES,3,D365 INC company — not cooperating with ICRA; high urgency for renewal,INC with ICRA — ACER can restart rating process fast; active rating needed for bank facilities,ULTRA HOT
333,A N S Constructions Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,D,2025-05-14,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
334,Aishwaryagiri Constructions Pvt. Ltd.,Construction,Bank Guarantee,BRICKWORK,A 4,2025-05-08,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
335,Ajay Builders Engineers & Construction Pvt. Ltd.,Construction,Bank Guarantee,ACUITE,A 4,2025-05-19,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at ACUITE — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
336,Aliens Developers Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,D,2025-05-30,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
337,Alok Buildtech Private Limited,Construction,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),2025-05-06,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at Infomerics — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
338,Ambuj Hotel & Real Estate Pvt. Ltd.,Construction,Bank Guarantee,CRISIL,A 4+,2025-05-21,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at CRISIL — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
339,Andhra Pradesh Township & Infrastructure Devp. Corpn. Ltd.,Construction,Term loans,BRICKWORK,BB-,2025-06-05,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
340,Anil Buildcon (India) Pvt. Ltd.,Construction,Bank Guarantee,BRICKWORK,A 4,2025-05-13,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
341,Ansal Buildwell Ltd.,Construction,Bank Guarantee,BRICKWORK,D,2025-05-21,HIGH,YES,3,INC status — not cooperating with current rater | Rating overdue (>12 months) — annual renewal pending,"Your rating is INC at BRICKWORK — ACER offers clean break: new rating in 15 days, dedicated construction sector analyst",ULTRA HOT
