Company Name,All Instruments,Latest Instrument,Current Rater(s),Latest Rater,Rater Count,Rating,Rating Status,Rating Date,Urgency,Priority Score,INC Flag,Sector,Why Target,ACER Pitch Angle
Basanti Devi Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,A 4,Reaffirmed,2025-11-17,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bhagwati Fats & Edible Oils Pvt. Ltd.,Letter Of credit | Long term Loans | Term loans,Letter Of credit,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-10-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bharat Agro Molecules Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B+,Reaffirmed,2025-08-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Bhorosha Rice Mill Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CRISIL,CRISIL,1,D,Reaffirmed,2025-10-13,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Blueberry Agro Products Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-08-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Coastal Agro Industries Pvt. Ltd.,Bank Guarantee | Letter Of credit | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-07-17,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Coromandel Agro Products & Oils Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 4,Downgraded,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Darjeeling Flour Mills Pvt. Ltd.,Bank Guarantee,Bank Guarantee,BRICKWORK,BRICKWORK,1,A 4,Reaffirmed,2025-11-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Delight Dairy Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-11-20,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Dex Agro Sweeteners Pvt. Ltd.,Term loans,Term loans,IND-RA,IND-RA,1,B+,Downgraded,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Diva Ravi Agro & Founders Pvt. Ltd.,Bank Guarantee | Term loans,Bank Guarantee,CARE,CARE,1,B-,Downgraded,2025-08-06,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Edible Products (India) Ltd.,Letter Of credit | Term loans,Letter Of credit,CARE,CARE,1,A 4,Reaffirmed,2025-07-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
G K Dairy & Milk Products Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,C,Reaffirmed,2025-06-20,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
G7 Sugar Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,D,Reaffirmed,2025-08-21,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Ganga Dairy Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2025-06-27,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Gayathri Milk Dairy Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-11-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Hanuman Agro Inds. Ltd.,Bank Guarantee | Letter Of credit | Term loans,Bank Guarantee,CARE,CARE,1,D,Reaffirmed,2025-06-20,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Hindustan Mint & Agro Products Pvt. Ltd.,Non-fund-based financial facility/instrument,Non-fund-based financial facility/instrument,ICRA,ICRA,1,A 4,Reaffirmed,2025-11-28,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Induss Food Products & Equipments Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,BBB-,Upgraded,2025-08-08,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
International Fresh Farm Products (India) Ltd.,Term loans,Term loans,ICRA,ICRA,1,D,Reaffirmed,2025-11-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
International Mega Food Park Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-06-30,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
J K Hitech Rice Mill Pvt. Ltd.,Fund based financial facility/instrument | Term loans,Fund based financial facility/instrument,BRICKWORK,BRICKWORK,1,C,Reaffirmed,2025-09-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
J P Flour Mills Pvt. Ltd.,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,ICRA,ICRA,1,A 4,Reaffirmed,2025-09-18,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
J P Rice & Foods Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,CRISIL,CRISIL,1,B,Reaffirmed,2025-12-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
J U Agri Sciences Pvt. Ltd.,Non-government debt,Non-government debt,CARE,CARE,1,A 4,Downgraded,2025-11-03,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jadli Food (India) Pvt. Ltd.,Non-fund-based financial facility/instrument | Term loans,Non-fund-based financial facility/instrument,ICRA,ICRA,1,A 4,Reaffirmed,2025-07-23,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jarandeshwar Sugar Mills Pvt. Ltd.,Long term Loans | Short-term loan | Term loans,Short-term loan,CRISIL,CRISIL,1,A 4+,Initial Rating,2025-08-07,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Jayakrishna Flour Mills Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 4,Downgraded,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Joarder Rice Mill Pvt. Ltd.,Bank Guarantee | Long term Loans,Bank Guarantee,CRISIL,CRISIL,1,A 4,Reaffirmed,2025-06-16,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kamakshya Agro Products Pvt. Ltd.,Non-fund based working capital limit | Term loans,Non-fund based working capital limit,IND-RA,IND-RA,1,A 4,Downgraded,2025-06-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kancheshwar Sugar Ltd.,Term loans,Term loans,CRISIL,CRISIL,1,D,Reaffirmed,2025-09-25,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kanoria Sugar & General Mfg. Co. Ltd.,Non-government debt,Non-government debt,IND-RA,IND-RA,1,D,Reaffirmed,2025-09-11,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Karimnagar Milk Producer Co. Ltd.,Term loans,Term loans,CARE,CARE,1,B,Downgraded,2025-09-29,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Khandesh Roller Flour Mills Pvt. Ltd.,Term loans,Term loans,ICRA,ICRA,1,B+,Reaffirmed,2025-08-26,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kohinoor Grain Processing Pvt. Ltd.,Long term Loans | Term loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-12-10,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kumar Agro Tech Pvt. Ltd.,Long term Loans,Long term Loans,CRISIL,CRISIL,1,B,Reaffirmed,2025-07-14,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kunj Roller Flour Mills Pvt. Ltd.,Fund based financial facility/instrument,Fund based financial facility/instrument,IND-RA,IND-RA,1,BB+,Reaffirmed,2025-07-04,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
Kunturkar Sugar & Agro Pvt. Ltd.,Term loans,Term loans,BRICKWORK,BRICKWORK,1,D,Reaffirmed,2025-10-24,MEDIUM,4,YES,Agro/Food,INC — rater relationship broken | Agro/Food sector — peak season timing,"INC company — Infomerics/Brickwork not cooperating, perfect switching moment | Pre-Kharif season (June–July) = peak AgriCredit demand — ideal timing for fresh rating"
