Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Krishna Defence and Allied Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Krishna Defence and Allied Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Krishna Defence and Allied Industries Limited,Proposed Long term Bank facilities,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"February 7, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities - Proposed,Infomerics,IVR BB+ (Reaffirmed),"February 7, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Blizzard Ceramica LLP,Long Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 31, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Blizzard Ceramica LLP,Short Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 31, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
H D Wire Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
H D Wire Private Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
H D Wire Private Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BBB+/IVR A2; (Upgraded),"April 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Rengaraj Ispat Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Rengaraj Ispat Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sree Rengaraj Ispat Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Omax Autos Limited,Long Term Bank Facilities,Infomerics,IVR BB- (Reaffirmed & Withdrawn),"January 18, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Omax Autos Limited,Short Term Bank Facilities,Infomerics,IVR A4 (Reaffirmed & Withdrawn),"January 18, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Beekay Engineering Corporation,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded),"March 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Beekay Engineering Corporation,Long Term Bank Facilities,Infomerics,Withdrawn,"March 27, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Hans Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"March 13, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Hans Industries Private Limited,Long Term/Short Term Bank Facilities,Infomerics,IVR BB+/IVR A4+; (Reaffirmed),"March 13, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Veer Plastics Private Limited,Long Term Bank Facilities,Infomerics,IVR A- (Reaffirmed),"March 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Veer Plastics Private Limited,Short Term Bank Facilities,Infomerics,IVR A2+ (Reaffirmed),"March 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fortpoint Automotive Mumbai Private Limited,Long term Bank Facilities,Infomerics,IVR BB+ (Reaffirmed),"January 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fortpoint Automotive Mumbai Private Limited,Long term Bank Facilities,Infomerics,Withdrawn,"January 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Fortpoint Automotive Mumbai Private Limited,Long Term / Short Term Bank Facilities - Proposed Facilities,Infomerics,IVR BB+/ IVR A4+ (Reaffirmed),"January 30, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sanvijay Rolling and Engineering Limited,Long Term Facilities,Infomerics,IVR A- (Reaffirmed),"February 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sanvijay Rolling and Engineering Limited,Short Term Facilities,Infomerics,IVR A2+  (Reaffirmed),"February 19, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rahul Cables Private Limited,Long Term Facilities,Infomerics,IVR BBB (Upgraded),"January 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rahul Cables Private Limited,Short Term Facilities,Infomerics,IVR A3+ (Upgraded),"January 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rahul Cables Private Limited,Long Term/ Short Term Facilities (Proposed),Infomerics,IVR BBB/ IVR A3+ (Upgraded),"January 1, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Signet Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Signet Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"May 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Globe Panel Industries India Private Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Upgraded),"March 25, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Matsyodari Steel And Alloy Private Limited,Long Term Bank Facilities - Term Loans,Infomerics,IVR BBB- (Reaffirmed & Withdrawn),"October 3, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Matsyodari Steel And Alloy Private Limited,Long Term Bank Facilities - Cash Credit,Infomerics,IVR BBB- (Reaffirmed & Withdrawn),"October 3, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Matsyodari Steel And Alloy Private Limited,Short Term Facilities - Bank Guarantee,Infomerics,IVR A3 (Reaffirmed & Withdrawn),"October 3, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
JKPL Utility Packaging Solutions Private Limited (Erstwhile Manipal Utility Packaging Solutions Private Limited),Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"December 23, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ratnaveer Precision Engineering Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Reaffirmed),"March 17, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Ratnaveer Precision Engineering Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Reaffirmed),"March 17, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Leade Liquor Manufacturing Private Limited,Long Term Bank Facility,Infomerics,IVR BBB- (Upgraded),"November 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Derewala Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB+ (Upgraded and Withdrawn),"August 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Derewala Industries Limited,Long Term Facilities,Infomerics,Withdrawn,"August 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Derewala Industries Limited,Short Term Bank Facilities,Infomerics,IVR A2 (Upgraded and Withdrawn),"August 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Derewala Industries Limited,Short Term Bank Facilities,Infomerics,Withdrawn,"August 29, 2024",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Global Castings Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded and Withdrawn),"January 7, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Global Castings Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (Upgraded and Withdrawn),"January 7, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rayalaseema Industries India Private Limited,Long Term Bank Facility - Cash Credit,Infomerics,IVR BBB- (Upgraded),"January 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rayalaseema Industries India Private Limited,Long Term Bank Facility - Cash Credit (Proposed),Infomerics,IVR BBB- (Assigned),"January 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rayalaseema Industries India Private Limited,Short Term Bank Facility - Bank Guarantee,Infomerics,IVR A3 (Upgraded),"January 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rayalaseema Industries India Private Limited,Long Term Bank Facility - Term Loan,Infomerics,Withdrawn,"January 29, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Sardhana Papers Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (Upgraded and Withdrawn),"May 26, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Vijay Engineering & Machinery Company,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Vijay Engineering & Machinery Company,Long Term/ Short Term Facilities,Infomerics,IVR BB+/IVR A4+; (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Vijay Engineering & Machinery Company,Short Term Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,HIGH urgency Infomerics INC client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Mindspace Industries Private Limited (erstwhile Simplex Coke and Refractory Private Limited),Long Term Bank Facilities,Infomerics,IVR BBB- (Upgraded),"March 6, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Mindspace Industries Private Limited (erstwhile Simplex Coke and Refractory Private Limited),Short Term Bank Facilities,Infomerics,IVR A3 (Upgraded),"March 6, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Incredible Industries Limited,Long Term Bank Facilities,Infomerics,IVR BBB (Reaffirmed),"February 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Incredible Industries Limited,Short Term Bank Facilities,Infomerics,IVR A3+ (Reaffirmed),"February 11, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
Rama Industries Limited (RIL),Long Term Facilities,Infomerics,Withdrawn,"March 5, 2025",HIGH,N,Manufacturing,HIGH urgency Infomerics client — renewal overdue,Overdue renewal — ACER can rate fast; your lenders need active rating
