Company Name,Instrument Type,Current Rating Agency,Rating,Rating Date,Urgency,INC,Sector,State,Why Target,ACER Pitch Angle,Source
N I M P Healthcare Pvt. Ltd.,Non-government debt,IND-RA,D,2025-08-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (297d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nand Hospitality Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-07-23,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (326d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Naprod Life Sciences Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,BB+,2025-08-29,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (289d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Narayan Health Services Pvt. Ltd.,Term loans,CRISIL,B,2025-11-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (205d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Nova Ent Head & Neck Hospital Pvt. Ltd.,Term loans,IND-RA,B-,2025-08-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (297d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Nutema Health Care Pvt. Ltd.,Term loans,CRISIL,B,2025-10-09,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (248d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Ocean Healthcare Pvt. Ltd.,Term loans,CARE,D,2025-06-17,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (362d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Odisha Multispeciality Hospital & Trauma Care Centre Pvt. Ltd.,Term loans,CRISIL,B+,2025-08-11,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (307d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Olive Lifesciences Pvt. Ltd.,Bank Guarantee,BRICKWORK,D,2025-07-24,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (325d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
P R S Hospital Pvt. Ltd.,Long term Loans,CRISIL,BB+,2025-09-25,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (262d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Paramount Surgimed Ltd.,Letter Of credit,ACUITE,A 4,2025-07-15,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (334d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Parnax Lab Ltd.,Bank Guarantee,BRICKWORK,D,2025-07-25,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (324d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Prashi Pharma Pvt. Ltd.,Long term Loans,CRISIL,B,2025-10-29,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (228d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Privi Life Sciences Pvt. Ltd.,Term loans,CRISIL,BB+,2025-09-19,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (268d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Prognosys Medical Systems Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-07-09,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (340d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
R S V Hospital Pvt. Ltd.,Term loans,ICRA,B+,2025-06-27,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (352d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
R V Lifesciences Ltd.,Long term Loans,CRISIL,B,2025-10-06,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (251d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
R W L Healthworld Ltd.,Term loans,IND-RA,D,2025-08-11,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (307d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Rajyalakshmi Healthcare Pvt. Ltd. [Merged],Term loans,IND-RA,B-,2025-08-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (297d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Rama Medicare Ltd.,Term loans,BRICKWORK,C,2025-08-14,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (304d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Rapha Diagnostics Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-09-29,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (258d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Ravian Life Science Pvt. Ltd.,Term loans,CRISIL,B+,2025-11-04,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (222d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Regency Hospital Ltd.,Non-fund based working capital limit,IND-RA,A 4,2025-07-18,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (331d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Ridley Life Science Pvt. Ltd.,Non-fund-based financial facility/instrument,ICRA,A 4,2025-11-17,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (209d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Ruban Patliputra Hospital Pvt. Ltd.,Term loans,CARE,B,2025-08-22,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (296d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
S S V Pharma Pvt. Ltd.,Term loans,BRICKWORK,D,2025-08-08,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (310d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Sai Tech Medicare Pvt. Ltd.,Long term Loans,ACUITE,C,2025-10-23,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (234d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Samrudh Pharmacare Pvt. Ltd.,Letter Of credit,CRISIL,A 4,2025-07-29,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (320d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Pharma distribution companies need LC ratings — Infomerics or Brickwork INC = opportunity.,d365
Sandor Medicaids Pvt. Ltd.,Bank Guarantee,ACUITE,D,2025-06-23,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (356d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sangam Health Care Products Ltd.,Long term Loans,CRISIL,D,2025-11-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (205d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sarvejana Healthcare Pvt. Ltd.,Non-government debt,IND-RA,B/A4,2025-08-21,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (297d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sensa Core Medical Instrumentation Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,2025-11-13,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (213d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sentini Hospitals Pvt. Ltd.,Term loans,ICRA,B+,2025-11-07,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (219d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Seven Seas Hospitality Pvt. Ltd.,Term loans,CRISIL,D,2025-09-12,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (275d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Sharma Orthopedic (India) Ltd.,Bank Guarantee,BRICKWORK,A 4,2025-06-24,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (355d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Sharma Surgical & Engg. Pvt. Ltd.,Letter Of credit,CRISIL,D,2025-11-10,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (216d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Shekhar Sarraf Memorial Hospital Pvt. Ltd.,Term loans,BRICKWORK,C,2025-08-19,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (299d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Hospital groups need annual ratings for term loans and WC — prime ACER target.,d365
Shree Nursingsahay Mudungopal Engineers Pvt. Ltd.,Bank Guarantee,CARE,A 4,2025-08-22,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (296d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Shreegluco Biotech Pvt. Ltd.,Term loans,CARE,B,2025-11-14,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (212d) — warm call; Multi-agency (2 raters) — open to alternatives",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
Shri Balaji Institute Of Nursing Pvt. Ltd.,Term loans,IND-RA,B-,2025-07-18,MEDIUM,YES,Healthcare,,"INC — not cooperating with rater, mandate open; Approaching renewal (331d) — warm call",ACER offers faster turnaround and analyst accessibility vs established agencies. Diagnostic/biotech companies expanding with MSME lending — ACER sweet spot.,d365
