Company Name,Agency,Instrument Type,Rating,Rating Date,Current Urgency,Quarter,Escalation_Month,Escalation_Date,HOT_Date,Amt_num,Sector,NCD_Flag,Source,Why Target,ACER Pitch Angle,Call_Window,Also_In_Other_Quarter
Jayachandran Industries Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,7.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Ktex Nonwovens Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,6.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
C D R Projects Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,5.04,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Relcom Technology Pvt. Ltd.,ICRA,Term Loan,B,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,5.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S K S India Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,4.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Letter of Credit,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
H R Ispat Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,3.75,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S K S India Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,3.71,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shreegopal Auto Pvt. Ltd.,CRISIL,Term Loan,BB+,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,3.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Winner Nippon Leatherette Pvt. Ltd.,ICRA,NCD/Bond,B+/A4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,2.05,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your NCD/Bond at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Varad Agri-Tech Ltd.,CRISIL,Bank Guarantee,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,2.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Winner Nippon Leatherette Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.75,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sun Rolling Mills Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.5,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Winner Nippon Leatherette Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.45,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
C D R Projects Pvt. Ltd.,ICRA,Term Loan,B+,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.21,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S K S India Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.04,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Relcom Technology Pvt. Ltd.,ICRA,Non-Fund-Based,B,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.0,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vinayak Oil & Fats Pvt. Ltd.,CARE,Bank Guarantee,BB-,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,1.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,YES — dual-quarter
Shriram Power & Steel Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,0.6,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Vishwa Glass & Ceramics Pvt. Ltd.,CRISIL,Term Loan,B+,2025-12-24,HOT,Q1 2027,Dec 2026,2026-12-24,,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-24 — prime Q1 2027 renewal target,Your Term Loan at CRISIL goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Naman Hotels Pvt. Ltd.,BRICKWORK,Term Loan,BBB+,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,395.0,Hotels/Tourism,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
W F B Baird & Co. India Pvt. Ltd.,CARE,Letter of Credit,A 3,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,333.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
P C Snehal Construction Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,135.5,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Shiddhanath Cotex Private Limited,Infomerics,Long Term Facilities,IVR D (INC) (Reaffirmed),2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,97.59,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
I G W India Technologies Pvt. Ltd.,CARE,Term Loan,BBB+,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,92.21,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
W F B Baird & Co. India Pvt. Ltd.,CARE,NCD/Bond,BBB-/A3,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,90.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Borana Weaves Ltd.,CARE,Term Loan,BB+,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,50.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,50.0,IT/Technology,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Tirupati Oil Cake Industries Private Limited,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,44.0,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
M/s Kakda Stone Crusher,Infomerics,Long Term Facilities,IVR B+ (INC)(Downgraded),2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,25.21,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Brahmani Developers Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,21.3,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Virtus Exports & Imports Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,20.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sahastraa Exports Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,15.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Safa Systems & Technologies Ltd.,CARE,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,12.5,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
I G W India Technologies Pvt. Ltd.,CARE,NCD/Bond,BBB+/A2,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,12.0,IT/Technology,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Brahmani Developers Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,8.74,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
W F B Baird & Co. India Pvt. Ltd.,CARE,Term Loan,BBB-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,8.67,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,8.0,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Goombira Tea Co. Ltd.,ACUITE,Term Loan,B-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,7.92,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Borana Weaves Ltd.,CARE,NCD/Bond,BB+/A4+,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,7.0,Other,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Short-Term Loan,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,6.93,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Short-Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sharpline Automation Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,6.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Asterix Reinforced Ltd.,CARE,Fund-Based,B-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,5.37,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Asterix Reinforced Ltd.,CARE,Fund-Based,B-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
S M L P G Cylinders Pvt. Ltd.,ICRA,Non-Fund-Based,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,5.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Supreme Road Transport Pvt. Ltd.,CARE,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,5.0,Construction,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Tirupati Oil Cake Industries,Infomerics,Long Term Bank Facilities,IVR C- (INC)(Downgraded),2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,5.0,Energy,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
Safa Systems & Technologies Ltd.,CARE,Term Loan,BB-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,4.18,IT/Technology,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
King Refineries Pvt. Ltd.,CARE,Letter of Credit,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,4.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Asterix Reinforced Ltd.,CARE,Non-Fund-Based,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,2.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shree Shiddhanath Cotex Private Limited,Infomerics,Short Term Facilities,IVR D (INC) (Reaffirmed),2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,2.41,Other,Standard,Infomerics,INC rating hits ULTRA HOT on 2026-12-26 — exclusive Q1 2027 whitespace lead,Your Infomerics INC rating goes critical in Dec 2026. ACER is your best alternative — no competitor has approached you.,Sep–Oct 2026,No
N M Foodimpex Pvt. Ltd.,BRICKWORK,NCD/Bond,C,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,2.0,Agro/Food,NCD — SEBI License Required,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your NCD/Bond at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
W F B Baird & Co. India Pvt. Ltd.,CARE,Non-Fund-Based,A 3,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,2.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Non-Fund-Based at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Gajlaxmi Steel Pvt. Ltd.,BRICKWORK,Bank Guarantee,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,1.75,Steel & Metals,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Bank Guarantee at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Asterix Reinforced Ltd.,CARE,Term Loan,B-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,1.63,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sharpline Automation Pvt. Ltd.,ICRA,Term Loan,B-,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,1.29,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Brahmani Developers Pvt. Ltd.,ACUITE,Letter of Credit,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,1.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Letter of Credit at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sharpline Automation Pvt. Ltd.,ICRA,Fund-Based,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,1.0,Manufacturing,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Fund-Based at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Asterix Reinforced Ltd.,CARE,Letter of Credit,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,0.5,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Letter of Credit at CARE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
N M Foodimpex Pvt. Ltd.,BRICKWORK,Term Loan,C,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,0.12,Agro/Food,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at BRICKWORK goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Shrishaila Electricals (India) Pvt. Ltd.,ACUITE,Term Loan,B,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,0.07,Energy,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Term Loan at ACUITE goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
Sahastraa Exports Pvt. Ltd.,ICRA,Short-Term Loan,A 4,2025-12-26,HOT,Q1 2027,Dec 2026,2026-12-26,,0.0,Other,Standard,D365,INC rating hits ULTRA HOT on 2026-12-26 — prime Q1 2027 renewal target,Your Short-Term Loan at ICRA goes critical in Dec 2026. Start ACER process in Sep 2026 — before the Q1 rush.,Sep–Oct 2026,No
